Country,State,Key#,County,EcoRegion Domain,EcoRegion Division,Population Density,Terrain,Subject Category,Age,Sex,Number Lost,Weather,Coordinates,LKP Coord. (N/S),LKP Coord. (E/W),Find Coord (N/S),Find Coord (E/W),IPP Precision (m),IPP Coord. DD.D (N/S),IPP Coord. DD.D (E/W),Find Coord DD.D (N/S),Find Coord DD.D (E/W)
US,NY,US-NY2117,,Temperate,220,Wilderness,Hilly,Runaway,15,M,1,Clear,UTM,578600,463400,585500,4639000,10,4.19377,-74.29146,41.90022,-73.96881
US,NY,US-NY2118,,Temperate,,Wilderness,Hilly,Runaway,17,M,1,Rain,UTM,580280,4658557,580280,4658557,1,42.07689,-74.02906,42.07689,-74.02906
US,NY,US-NY2120,,Temperate,220,Wilderness,Flat,Despondent,72,F,1,Clear,UTM,180587160,4658029,180587240,46580491,1,42.0714,-73.94598,42.07157,-73.94501
US,NY,US-NY2121,,Temperate,220,Wilderness,Hilly,ATV,28,M,1,Clear,UTM,180589129,4663875,180590010,4672251,1,42.12382,-73.92129,42.19915,-73.90934
US,NY,US-NY2129,Greene,Temperate,m210,Wilderness,Mountainous,Hiker,"14,26",MMMMM,8,Rain,UTM,564909,4669810,566372,4670245,1,42.17965,-74.21362,42.18345,-74.19585
US,NY,US-NY2131,,Temperate,,Wilderness,,Worker,70,M,1,Clear,UTM,472846,4708493,476980,4734430,1,42.53026,-75.33023,42.76397,-75.28094
US,NY,US-NY2132,,Temperate,,Wilderness,Hilly,Hiker,"70,68,64",MFF,3,Clear,UTM,624150,4711875,624149,4711875,1,42.55121,-73.4874,42.55121,-73.48741
US,NY,US-NY2134,,Temperate,220,Wilderness,Hilly,Dementia,77,M,1,Clear,UTM,606682,4732481,606682,4732481,1,42.73934,-73.69624,42.73934,-73.69624
US,NY,US-NY2135,,Temperate,m210,Wilderness,Hilly,Dementia,80,F,1,Clear,UTM,185540,4683177,180551,4686933,1,42.23938,-78.81068,42.27111,-78.87307
US,NY,US-NY2137,,Temperate,m210,Wilderness,Mountainous,Hiker,"19,16,19",MMM,3,Clear,UTM,56920,4664942,57263,4660650,1,42.01362,-80.35002,41.97533,-80.34266
US,NY,US-NY2139,,Temperate,220,Wilderness,Hilly,Dementia,78,F,1,Rain,UTM,581309,4688329,588221,4684592,1,42.34488,-74.01246,42.31048,-73.92913
US,NY,US-NY2142,Grafton,Temperate,M210,Wilderness,Flat,Hiker,18,M,1,Rain,UTM,626442,4733189,625782,4734168,1,42.74271,-73.45475,42.75163,-73.46259
US,NY,US-NY2143,,Temperate,,Wilderness,Hilly,Dementia,74,M,1,Clear,UTM,617168,4650019,617168,4650019,1,41.99538,-73.58493,41.99538,-73.58493
US,NY,US-NY2145,Knox,Temperate,m210,Wilderness,Mountainous,Despondent,50,M,1,Clear,UTM,578795,4724845,578767,4724845,1,42.67396,-74.03795,42.67396,-74.03829
US,NY,US-NY2146,Fultonville,Temperate,,Wilderness,Flat,Dementia,83,F,1,Rain,UTM,551244,4755040,552289,4754576,1,42.94819,-74.37142,42.94394,-74.35865
US,NY,US-NY2148,Fleischmanns,Temperate,,Wilderness,Flat,Child,4,M,1,Clear,UTM,535360,4667270,535360,466727,10,42.15867,-74.57156,4.22413,-74.68106
US,NY,US-NY2149,Glenford,Temperate,,Wilderness,Hilly,Hiker,31,M,1,Clear,UTM,565627,4667068,565476,4667281,1,42.1549,-74.20523,42.15683,-74.20704
US,NY,US-NY2150,Oneota,Temperate,,Wilderness,,Dementia,77,M,1,Rain,UTM,494970,4702017,494694,4703461,1,42.4724,-75.06078,42.4854,-75.06415
US,NY,US-NY2159,,Temperate,,Wilderness,Flat,Hunter,58,M,1,Snow,UTM,522750,4831420,520090,4827300,10,43.63734,-74.71754,43.60032,-74.75067
US,NY,US-NY2161,Jonesville,Temperate,,Wilderness,Flat,Hiker,66,M,1,Rain,UTM,597546,4750550,597546,4750550,10,42.90324,-73.8047,42.90324,-73.8047
US,NY,US-NY2162,,Temperate,,Wilderness,Hilly,Hunter,52,M,1,Overcast,UTM,521030,4804670,521010,4804900,10,43.39653,-74.7399,43.3986,-74.74013
US,NY,US-NY2163,,Temperate,,Wilderness,Hilly,Hunter,37,M,1,Rain,UTM,57500,4864830,573520,4864670,10,43.80591,-74.50039,43.9334,-74.0836
US,NY,US-NY2165,,Temperate,m210,Wilderness,Mountainous,Youth,14,M,1,Clear,UTM,180602,4890150,180600,4888550,10,44.09674,-72.98959,44.08237,-72.98864
US,NY,US-NY2168,,Temperate,m210,Wilderness,Mountainous,Hiker,50,F,1,Snow,UTM,591481,4890139,591173,4889474,1,44.16065,-73.85545,44.1547,-73.85942
US,NY,US-NY2170,Dickersn Center,Temperate,,Wilderness,Flat,Child,3,M,1,Clear,UTM,53304,4950780,53304,4950780,10,44.57354,-74.62532,44.57354,-74.62532
US,NY,US-NY2172,,Temperate,m210,Wilderness,Mountainous,Hiker,18,FF,3,Snow,UTM,58940,4822500,58900,4824300,10,43.42736,-74.4481,43.44347,-74.45004
US,NY,US-NY2175,,Temperate,,Wilderness,Flat,Youth,"12,12,12,13",FFFF,3,Clear,UTM,551268,907735,550906,906500,10,8.21342,-74.53422,8.20225,-74.53752
US,NY,US-NY2183,Keene,Temperate,m210,Wilderness,Mountainous,Hiker,"21,16",MMM,3,Snow,UTM,180594,4899421,180594,4899421,1,44.18,-72.99531,44.18,-72.99531
US,NY,US-NY2187,,Temperate,m210,Wilderness,Mountainous,Hiker,62,M,1,Clear,UTM,613433,4819331,613088,4819590,1,43.52022,-73.59601,43.5226,-73.60022
US,NY,US-NY2192,,Temperate,m210,Wilderness,Mountainous,Hiker,"49,41",FM,2,Rain,UTM,597064,4886293,596856,4886894,1,44.12531,-73.78635,44.13075,-73.78884
US,NY,US-NY2196,Indian Lake,Temperate,,Wilderness,Hilly,Hiker,48,M,1,Clear,UTM,559900,4842400,557700,4842700,10,43.73413,-74.25577,43.73701,-74.28305
US,NY,US-NY2197,,Temperate,,Wilderness,Hilly,Hunter,57,M,1,Overcast,UTM,546600,4841300,544300,4835500,10,43.72519,-74.42101,43.67311,-74.45004
US,NY,US-NY2198,,Temperate,,Wilderness,Hilly,Hunter,35,M,1,Clear,UTM,555525,4847930,554566,4847980,10,43.78426,-74.30952,43.78478,-74.32143
US,NY,US-NY2200,,Temperate,,Wilderness,Hilly,Hunter,45,M,1,Overcast,UTM,52567,4787280,52498,4788120,10,43.10791,-74.4979,43.1154,-74.49942
US,NY,US-NY2203,,Temperate,,Wilderness,Hilly,Hiker,"43,16",FM,2,Clear,UTM,53349,4782890,53319,4781300,10,43.06902,-74.48481,43.05475,-74.4839
US,NY,US-NY2204,Indian Lake,Temperate,,Wilderness,Hilly,Hiker,,MM,2,Clear,UTM,545700,4858000,550200,4862000,10,43.8756,-74.43076,43.91132,-74.37437
US,NY,US-NY2206,,Temperate,,Wilderness,Hilly,Hunter,45,M,1,Snow,UTM,610152,4875706,606162,8741020,10,44.02816,-73.62502,78.70308,-76.13927
US,NY,US-NY2207,Newcomb,Temperate,,Wilderness,Hilly,Hunter,77,M,1,Overcast,UTM,570500,4866900,568700,4864800,10,43.95377,-74.12092,43.93503,-74.14363
US,NY,US-NY2216,Inlet,Temperate,,Wilderness,Hilly,Dementia,72,M,1,Clear,UTM,51860,4841640,52190,4841550,10,43.5947,-74.55091,43.59409,-74.54677
US,NY,US-NY2217,Ft Ann,Temperate,m210,Wilderness,Mountainous,Hiker,18,MF,5,Clear,UTM,61550,4821000,61550,4821000,10,43.41544,-74.4148,43.41544,-74.4148
US,NY,US-NY2218,,Temperate,m210,Wilderness,Mountainous,Mountain Biker,26,F,1,Overcast,UTM,180614,4830350,180614,4830350,10,43.55961,-72.95376,43.55963,-78.95397
US,NY,US-NY2229,,Temperate,,Wilderness,Hilly,Despondent,26,M,1,Foggy,UTM,58730,4820800,587300,4820800,10,43.412,-74.44931,43.53696,-73.91907
US,NY,US-NY2235,,Temperate,,Wilderness,Hilly,Hiker,"48,49",MF,2,Rain,UTM,602597,4808550,601965,4808990,10,43.42473,-73.73209,43.42878,-73.73981
US,NY,US-NY2236,,Temperate,,Wilderness,Hilly,Hiker,"40,14",MF,2,Clear,UTM,51671,4841997,51694,4842097,1,43.59779,-74.55354,43.5987,-74.55334
US,NY,US-NY2237,,Temperate,,Wilderness,Hilly,Hiker,36,M,1,Rain,UTM,62265,4824240,62278,4823030,10,43.4449,-74.4086,43.43407,-74.40747
US,NY,US-NY2238,WASHINGTON,Temperate,220,Wilderness,Hilly,Hiker,40,FF,1,Rain,UTM,61716,4822970,61818,4825600,10,43.4332,-74.41433,43.45684,-74.41519
US,NY,US-NY2239,WASHINGTON,Temperate,m210,Wilderness,Mountainous,Camper,46,M,1,Overcast,UTM,61607,4822020,61700,4822080,10,43.42462,-74.41491,43.42521,-74.41382
US,NY,US-NY2240,,Temperate,,Wilderness,Hilly,Hiker,18,M,1,Clear,UTM,53058,4825850,53369,4818440,10,43.4539,-74.52317,43.38768,-74.5133
US,NY,US-NY2242,SARATOGA,Temperate,220,Wilderness,Flat,Fisher,44,M,1,Clear,UTM,57160,4780500,57160,4780400,10,43.04983,-74.43631,43.04893,-74.43623
US,NY,US-NY2245,,Temperate,,Wilderness,Hilly,Child,10,M,1,Clear,UTM,63020,4812840,62946,4813340,10,43.34315,-74.39022,43.34759,-74.39152
US,NY,US-NY2249,HAMILTON,Temperate,m210,Wilderness,Hilly,Hiker,77,M,1,Rain,UTM,51475,4846000,51591,4846630,10,43.63354,-74.55927,43.63926,-74.55836
US,NY,US-NY2250,,Temperate,m210,Wilderness,Mountainous,Hiker,39,FF,1,Rain,UTM,558840,4893253,56305,4892900,1,44.19204,-74.26329,44.05675,-74.53854
US,NY,US-NY2253,,Temperate,,Wilderness,Hilly,Dementia,79,M,1,Clear,UTM,63118,4764670,62948,4758250,10,42.91135,-74.35112,42.85369,-74.34821
US,NY,US-NY2254,,Temperate,,Wilderness,Flat,Snowmobile,29,M,1,Overcast,UTM,5526,4834500,5572,4843700,100,43.50153,-75.11533,43.58393,-75.12313
US,NY,US-NY2258,,Temperate,,Wilderness,Hilly,Hiker,"19,17, 15, 9",MMMM,4,Rain,UTM,55869,4921580,55634,4921300,10,44.31349,-74.56818,44.31083,-74.57087
US,NY,US-NY2259,WASHINGTON,Temperate,220,Wilderness,Hilly,Hiker,"19,54,9",MMM,3,Clear,UTM,61606,4822060,61602,4821050,10,43.42498,-74.41496,43.41592,-74.4142
US,NY,US-NY2260,,Temperate,,Wilderness,Hilly,Walkaway,56,F,1,Snow,UTM,53049,4774310,53320,4774160,10,42.99194,-74.48161,42.99075,-74.47818
US,NY,US-NY2261,,Temperate,,Wilderness,Hilly,Runner,17,M,1,Overcast,UTM,587733,4793553,588171,4793583,1,43.29161,-73.91809,43.29182,-73.91268
US,NY,US-NY2268,HAMILTON,Temperate,m210,Wilderness,Hilly,Hiker,64,M,1,Rain,UTM,54771,4812130,54651,4802360,10,43.33195,-74.49095,43.24431,-74.48453
US,NY,US-NY2274,,Temperate,m210,Wilderness,Mountainous,Hiker,"17,35,35",MMM,3,Snow,UTM,5865,4885000,5909,4889900,100,43.95385,-75.15748,43.99774,-75.16148
US,NY,US-NY2275,,Temperate,m210,Wilderness,Mountainous,Skier-Nordic,"28,26",MM,2,Snow,UTM,58613,4885378,58431,4885378,1,43.99073,-74.5036,43.99062,-74.50586
US,NY,US-NY2277,,Temperate,,Wilderness,Flat,Hunter,42,M,1,Rain,UTM,444310,4825871,444764,4826004,1,43.58565,-75.68942,43.58688,-75.68381
US,NY,US-NY2280,ONEIDA,Temperate,210,Wilderness,Flat,Hunter,29,M,1,Overcast,UTM,431536,4788933,431597,4789346,1,43.25201,-75.84301,43.25574,-75.84231
US,NY,US-NY2281,,Temperate,,Wilderness,Flat,Hunter,20,M,1,Overcast,UTM,477031,4833630,477874,4833749,1,43.65724,-75.28444,43.65833,-75.27399
US,NY,US-NY2282,,Temperate,,Wilderness,Hilly,Hunter,43,M,1,Rain,UTM,42558,4843240,42558,4843240,10,43.60339,-74.66695,43.60339,-74.66695
US,NY,US-NY2285,,Temperate,,Wilderness,Hilly,Hunter,57,M,1,Snow,UTM,443905,4804936,444117,4805730,1,43.39713,-75.69228,43.40429,-75.68974
US,NY,US-NY2286,,Temperate,,Wilderness,Hilly,Hunter,28,M,1,Rain,UTM,447345,4809462,450052,4807025,1,43.43813,-75.65024,43.41637,-75.61657
US,NY,US-NY2290,,Temperate,,Wilderness,Hilly,Child,12,MM,2,Clear,UTM,497574,4889111,498314,4888958,1,44.15712,-75.02992,44.15575,-75.02066
US,NY,US-NY2291,,Temperate,,Wilderness,Flat,Hiker,13,M,1,Clear,UTM,52861,4901300,52701,4892980,10,44.12993,-74.58844,44.05528,-74.58339
US,NY,US-NY2293,,Temperate,,Wilderness,Hilly,Hunter,31,F,1,Clear,UTM,458048,4804390,456158,4803167,1,43.39313,-75.5176,43.38201,-75.54084
US,NY,US-NY2294,,Temperate,,Wilderness,Hilly,Youth,"16,14,12",MMF,3,Clear,UTM,50136,4836800,99439,4834109,1,43.55029,-74.56816,43.55422,-73.95825
US,NY,US-NY2295,,Temperate,m210,Wilderness,Mountainous,Hiker,43,M,1,Clear,UTM,51986,4918840,52980,4919070,10,44.28656,-74.61429,44.28923,-74.60208
US,NY,US-NY2297,,Temperate,,Wilderness,Hilly,Youth,"14,13",FF,2,Clear,UTM,477076,4840718,476387,4840231,1,43.72106,-75.28418,43.71665,-75.29271
US,NY,US-NY2298,,Temperate,,Water,Water,Boater,68,M,1,Clear,UTM,509116,4903639,503578,4903898,1,44.28787,-74.88532,44.29025,-74.95473
US,NY,US-NY2300,,Temperate,,Wilderness,Hilly,Worker,54,M,1,Clear,UTM,46200,4850300,46200,4850300,10,43.66888,-74.62796,43.66888,-74.62796
US,NY,US-NY2301,,Temperate,,Wilderness,Hilly,Hiker,"17,18,18",FFF,3,Clear,UTM,49374,4832426,49700,4834581,1,43.51063,-74.57393,43.53014,-74.57169
US,NY,US-NY2302,,Temperate,,Wilderness,Mountainous,Hiker,20,F,1,Overcast,UTM,514882,4892794,516175,4892529,1,44.19013,-74.81336,44.18772,-74.79719
US,NY,US-NY2306,,Temperate,,Wilderness,Flat,Snowmobile,24,M,1,Overcast,UTM,51450,4845931,51362,4845613,1,43.63291,-74.55952,43.63001,-74.56034
US,NY,US-NY2309,OSWEGO,Temperate,220,Wilderness,Flat,Hunter,20,M,1,Overcast,UTM,418348,4812242,416565,4810368,1,43.46056,-76.00892,43.44349,-76.03067
US,NY,US-NY2310,OSWEGO,Temperate,220,Wilderness,Flat,Hunter,"18,24",MM,2,Rain,UTM,414117,4788217,414117,4788217,1,43.24379,-76.05745,43.24379,-76.05745
US,NY,US-NY2312,,Temperate,,Wilderness,Flat,Runaway,13,M,1,Clear,UTM,416367,4696446,416367,4696446,1,42.41774,-76.01611,42.41774,-76.01611
US,NY,US-NY2313,,Temperate,,Wilderness,Hilly,Hiker,76,M,1,Overcast,UTM,419316,4833994,418403,4833913,1,43.65649,-76.00019,43.65566,-76.0115
US,NY,US-NY2316,,Temperate,,Wilderness,Hilly,Walkaway,17,M,1,Clear,UTM,436670,4818716,436322,4818984,1,43.52062,-75.78321,43.523,-75.78755
US,NY,US-NY2317,Greene,Temperate,220,Wilderness,Hilly,Child,4,M,1,Overcast,UTM,441291,4684485,441396,4684332,1,42.31231,-75.71198,42.31094,-75.71069
US,NY,US-NY2318,Fulton,Temperate,210,Wilderness,Flat,,72,M,1,Clear,UTM,388837,4808262,388898,4808268,1,43.42093,-76.37282,43.42099,-76.37207
US,NY,US-NY2319,,Temperate,,Wilderness,Mountainous,Hiker,18,M,1,Clear,UTM,378644,4697807,378642,4697813,1,42.42501,-76.47478,42.42506,-76.47481
US,NY,US-NY2320,Greene,Temperate,220,urban,,Child,3,F,1,Clear,UTM,433109,4691863,433109,461863,1,42.37809,-75.81211,4.17996,-75.60242
US,NY,US-NY2321,,Temperate,,Wilderness,Flat,Despondent,45,M,1,Rain,UTM,416250,4709900,416250,4709900,1,42.53887,-76.0195,42.53887,-76.0195
US,NY,US-NY2322,,Temperate,,Wilderness,Hilly,Dementia,78,M,1,Clear,UTM,465598,4707305,466936,4706919,1,42.51927,-75.41841,42.51585,-75.4021
US,NY,US-NY2324,,Temperate,,Wilderness,Flat,Child,11,F,1,Rain,UTM,371842,4650936,378590,4650626,1,42.00193,-76.5471,42.00021,-76.46558
US,NY,US-NY2327,TOMPKINS,Temperate,,Wilderness,Hilly,Hiker,"26,23",FM,2,Clear,UTM,378179,4685857,377174,4684249,1,42.31735,-76.47791,42.30271,-76.48976
US,NY,US-NY2328,BROOME,Temperate,210,Wilderness,Hilly,Despondent,19,M,1,Rain,UTM,422610,4691201,422612,4691158,1,42.37115,-75.93954,42.37077,-75.93951
US,NY,US-NY2329,,Temperate,,Wilderness,Hilly,Despondent,14,M,1,Overcast,UTM,374793,4698950,375384,4699633,1,42.43469,-76.52183,42.44093,-76.51479
US,NY,US-NY2334,ONTARIO,Temperate,210,Wilderness,Flat,Child,"4,2",FM,2,Overcast,UTM,29521,4728204,29527,4728313,1,42.56466,-74.73046,42.56564,-74.73048
US,NY,US-NY2335,,Temperate,,Wilderness,Flat,Dementia,68,F,1,Clear,UTM,282350,4726866,282180,4727825,1,42.66541,-77.65544,42.67399,-77.65788
US,NY,US-NY2336,,Temperate,,Wilderness,Flat,Elderly,79,M,1,Clear,UTM,324390,4667757,324088,4668173,1,42.14418,-77.1248,42.14786,-77.12858
US,NY,US-NY2337,,Temperate,,Wilderness,Flat,Hiker,39,M,1,Rain,UTM,295983,4690764,295250,4692614,1,42.34432,-77.47638,42.36077,-77.48593
US,NY,US-NY2338,,Temperate,,Wilderness,Flat,Dementia,74,M,1,Rain,UTM,306753,4690865,307162,4690565,1,42.34797,-77.34577,42.34538,-77.34071
US,NY,US-NY2342,,Temperate,,Wilderness,Hilly,Psychotic,48,F,1,Clear,UTM,735062,4684199,735154,4685099,1,42.27649,-72.14901,42.28456,-72.14753
US,NY,US-NY2343,CATTAREUGUS,Temperate,,Wilderness,Hilly,Animal,77,M,1,Rain,UTM,1707013,4670873,1707056,4669392,1,42.03712,-74.95446,41.26768,-72.60778
US,NY,US-NY2344,,Temperate,,Wilderness,Flat,Hiker,21,M,1,Snow,UTM,269837,4681777,269819,4681811,1,42.25618,-77.78988,42.25648,-77.79011
US,NY,US-NY2348,,Temperate,,Wilderness,Flat,Hiker,"19,18",FF,2,Overcast,UTM,673888,4695952,673888,4695952,1,42.39831,-72.88675,42.39831,-72.88675
US,NY,US-NY2350,,Temperate,,Wilderness,Flat,Hunter,37,M,1,Clear,UTM,664286,4672902,662299,4671881,1,42.19293,-73.00989,42.18416,-73.03423
US,WA,US-WA0072,Olympia PD,Temperate,m240,Suburban,Flat,Dementia,81,M,1,Clear,,47 02 57,122 50 37,47 07 19,122 52 28,30,47.0492,-122.8436,47.1219,-122.8744
US,WA,US-WA0219,Snohomish ,Temperate,m240,Wilderness,Mountainous,Hiker,27,F,1,Partly cloudy,,48 09.615,121 29.499,48 08.517,121 28.433,1.8,48.1103,-121.4917,48.142,-121.4739
US,WA,US-WA0371,Whatm ,Temperate,m240,Wilderness,Mountainous,Hiker,"22,28",FM ,2,Rain,,"48 38'53""","122 26'29""","048 39'45.4""","122 24'57.2""",3,48.64606,-122.42472,48.75667,-122.41589
